
==========
== CUDA ==
==========

CUDA Version 13.0.2

Container image Copyright (c) 2016-2023, NVIDIA CORPORATION & AFFILIATES. All rights reserved.

This container image and its contents are governed by the NVIDIA Deep Learning Container License.
By pulling and using the container, you accept the terms and conditions of this license:
https://developer.nvidia.com/ngc/nvidia-deep-learning-container-license

A copy of this license is made available in this container at /NGC-DL-CONTAINER-LICENSE for your convenience.

schema	qw38.quality-llama	1
step	wikitext_nll	1	8137	-12.491733666589074	220	9.51825523	318	8.74589825	0.772356987
step	wikitext_nll	2	211388	-9.9179300179839114	198	8.43443108	11	8.17749786	0.256933212
step	wikitext_nll	3	455	-2.9248720809411517	3869	14.6726437	752	13.9972649	0.675378799
step	wikitext_nll	4	283	-5.321597184913009	11	12.8650894	198	12.7256298	0.13945961
step	wikitext_nll	5	4558	-6.1646412603043981	8137	8.74593067	220	8.3666811	0.379249573
step	wikitext_nll	6	8137	-6.0397258205944606	33	9.75771999	33387	9.28829384	0.469426155
step	wikitext_nll	7	211388	-0.1323904731259761	211388	14.107379	417	9.89709091	4.21028805
step	wikitext_nll	8	455	-0.0062792020598427013	455	18.7992859	647	12.281229	6.51805687
step	wikitext_nll	9	369	-4.1893321263994547	318	11.8993149	11	11.513257	0.386057854
step	wikitext_nll	10	449	-2.1170193153574344	264	14.0588045	279	12.9828882	1.07591629
step	wikitext_nll	11	6163	-1.3867112099667771	6163	14.7309484	3567	14.2419662	0.488982201
step	wikitext_nll	12	4383	-4.5462960956551086	1505	12.6486416	11745	11.9693241	0.679317474
step	wikitext_nll	13	1116	-4.4420755105694791	321	17.9391365	7300	17.3674927	0.571643829
step	wikitext_nll	14	12069	-0.25490636665317179	12069	19.2584667	5701	16.4018631	2.85660362
step	wikitext_nll	15	321	-0.33323145245161212	321	22.0235901	1116	21.0020256	1.02156448
step	wikitext_nll	16	32385	-0.83372072166361033	6228	18.9478111	32385	18.8809471	0.0668640137
step	wikitext_nll	17	11745	-0.24098673534478784	11745	20.1428642	7300	18.6264744	1.51638985
step	wikitext_nll	18	641	-0.55652912254358955	641	19.9806023	1116	18.3322926	1.64830971
step	wikitext_nll	19	1216	-0.8401250067434084	1216	16.5808487	198	15.9244328	0.656415939
step	wikitext_nll	20	995	-4.1398666959671893	369	20.4745312	682	19.652998	0.821533203
step	wikitext_nll	21	264	-0.80136400769395644	264	18.0099106	780	16.3951988	1.61471176
step	wikitext_nll	22	8376	-3.6203634299538283	43741	16.841507	6187	15.8688364	0.972670555
step	wikitext_nll	23	554	-14.173960384789504	3364	20.0121727	10771	19.0167809	0.995391846
step	wikitext_nll	24	12	-0.13699009388332822	12	19.115612	471	16.0933342	3.02227783
step	wikitext_nll	25	31	-0.26756816841015496	31	18.7506218	38095	16.0084686	2.74215317
step	wikitext_nll	26	38095	-0.40526808857609742	38095	19.588377	10771	17.6017799	1.98659706
step	wikitext_nll	27	3364	-0.03435604250293578	3364	21.4383316	919	17.3497791	4.08855247
step	wikitext_nll	28	383	-2.0549107539893852	303	21.6164627	430	20.2898865	1.32657623
step	wikitext_nll	29	279	-0.55014432046771122	279	16.0393448	328	13.7672729	2.27207184
step	wikitext_nll	30	12069	-2.6172671749021368	17557	15.095953	7607	14.76511	0.330842972
step	wikitext_nll	31	3878	-0.45336945410677765	3878	18.6503716	1420	16.9070015	1.74337006
step	wikitext_nll	32	561	-2.7195273575255481	328	14.2393551	561	12.649621	1.58973408
step	wikitext_nll	33	8333	-1.7546058268676801	8333	13.6957397	1543	12.3196363	1.3761034
step	wikitext_nll	34	303	-2.0958600546090871	641	20.1189156	321	19.3162727	0.802642822
step	wikitext_nll	35	220	-0.1684972780480361	220	22.0583839	279	19.9608746	2.09750938
step	wikitext_nll	36	17	-0.5751684412440341	17	18.3181076	16	18.064476	0.253631592
step	wikitext_nll	37	15	-0.00014507957334605582	15	22.3542595	16	11.5691175	10.7851419
step	wikitext_nll	38	15	-0.11505585420594697	15	21.3171196	16	19.2042561	2.11286354
step	wikitext_nll	39	15	-2.0557621093177301	16	18.5447617	18	18.5283661	0.0163955688
step	wikitext_nll	40	641	-0.76514444893570288	641	20.3368835	321	19.5233154	0.813568115
step	wikitext_nll	41	1061	-6.6979335624354084	1216	17.4540939	211388	16.6179466	0.836147308
step	wikitext_nll	42	557	-0.60707246918625557	557	18.2389221	3364	16.9931717	1.24575043
step	wikitext_nll	43	7854	-0.43091628114606689	7854	18.8288708	780	16.8634377	1.96543312
step	wikitext_nll	44	539	-0.059859258204129809	539	22.0840645	303	18.5228462	3.56121826
step	wikitext_nll	45	264	-0.76827696871441509	264	17.6114597	12417	16.1886215	1.42283821
step	wikitext_nll	46	38095	-3.737604999805713	3364	17.0563946	43741	16.7009239	0.355470657
step	wikitext_nll	47	3364	-0.015009026525240769	3364	21.6378441	919	16.447628	5.19021606
step	wikitext_nll	48	303	-0.29437596688635692	303	21.6309547	383	19.7920685	1.83888626
step	wikitext_nll	49	279	-0.3353100343957589	279	15.5071135	264	13.1489611	2.35815239
step	wikitext_nll	50	1432	-6.5059765376337859	220	15.6829319	17557	14.6992912	0.983640671
step	wikitext_nll	51	6056	-8.3872451276726423	561	11.2363529	328	10.6039581	0.632394791
step	wikitext_nll	52	2305	-2.2894372885599918	19922	12.901125	2305	12.6096945	0.291430473
step	wikitext_nll	53	5158	-5.6872044660864374	1116	14.9937344	641	14.8907251	0.103009224
step	wikitext_nll	54	539	-0.058301750606848432	539	20.7034473	321	17.7170315	2.98641586
step	wikitext_nll	55	20660	-3.4794801176621095	6584	12.3690147	20660	11.4536514	0.915363312
step	wikitext_nll	56	73326	-1.4458324413354768	73326	13.651885	22641	12.3109694	1.34091568
step	wikitext_nll	57	1116	-2.025543554363483	641	20.0789165	303	19.156374	0.922542572
step	wikitext_nll	58	864	-0.71552762798360703	864	18.1964226	303	16.4590549	1.73736763
step	wikitext_nll	59	557	-1.3195204871736721	557	17.569313	10298	16.95401	0.61530304
step	wikitext_nll	60	10345	-1.2207380641095393	10345	18.0229931	48372	17.4184742	0.60451889
step	wikitext_nll	61	303	-1.6368422552916295	506	21.541687	303	20.2410622	1.30062485
step	wikitext_nll	62	220	-1.0507810852000619	220	16.7997437	279	16.3919296	0.407814026
step	wikitext_nll	63	17	-0.018741119028492147	17	21.2613029	16	17.1763802	4.08492279
step	wikitext_nll	64	15	-0.00046041944163770085	15	22.1071892	16	12.5524569	9.55473232
step	wikitext_nll	65	15	-0.04869093908558652	15	21.8250732	16	18.8193779	3.00569534
step	wikitext_nll	66	16	-1.1950245225741716	16	19.9949455	17	19.3617172	0.633228302
step	wikitext_nll	67	506	-1.0273543837332717	641	20.4740868	506	20.3004341	0.173652649
step	wikitext_nll	68	279	-0.11433133968456972	279	17.564167	561	13.9365263	3.62764072
step	wikitext_nll	69	15717	-1.0212029739667758	15717	14.8886528	4893	13.6637688	1.22488403
step	wikitext_nll	70	6930	-0.32435208464059406	6930	18.9944229	4893	17.7804279	1.21399498
step	wikitext_nll	71	25385	-0.030279827192489457	25385	21.5167809	641	17.1278667	4.38891411
step	wikitext_nll	72	641	-1.0259544851125284	303	19.3896999	641	19.1815052	0.208194733
step	wikitext_nll	73	1216	-1.3835848934832971	211388	17.1091499	1216	16.9253349	0.183815002
step	wikitext_nll	74	995	-2.767175228962464	682	18.9355354	1048	18.8988914	0.0366439819
step	wikitext_nll	75	264	-0.40670112587752949	264	20.3266258	12417	17.5761566	2.75046921
step	wikitext_nll	76	8376	-2.323657288469914	43741	17.4664154	12250	17.2919445	0.174470901
step	wikitext_nll	77	3364	-1.4360169983045432	554	20.4314613	3364	19.4744186	0.957042694
step	wikitext_nll	78	303	-0.45914548020136736	303	21.6443596	383	20.9220066	0.722352982
step	wikitext_nll	79	279	-0.42020592050058131	279	17.0342484	220	15.0250731	2.0091753
step	wikitext_nll	80	12069	-1.3739988947606792	12069	16.2269154	220	16.0461407	0.180774689
step	wikitext_nll	81	3878	-0.3826187022537062	3878	19.8275642	18986	18.5962982	1.23126602
step	wikitext_nll	82	19594	-6.2468945972995451	52037	13.1324921	561	12.6110134	0.521478653
step	wikitext_nll	83	3629	-0.0022309642223115379	3629	23.330307	12702	16.6307373	6.6995697
step	wikitext_nll	84	1526	-0.018957354578230595	1526	22.3058548	53058	18.0406151	4.26523972
step	wikitext_nll	85	290	-0.00096394059721829114	290	25.2420006	7067	17.104187	8.13781357
step	wikitext_nll	86	303	-0.32054488092993416	303	21.6210155	641	19.5960217	2.0249939
step	wikitext_nll	87	220	-0.024067654153959707	220	24.033165	279	19.7738323	4.25933266
step	wikitext_nll	88	17	-0.0017147351057365311	17	22.9696274	16	16.5448189	6.4248085
step	wikitext_nll	89	15	-5.0257059212421563e-05	15	23.8453999	16	12.3309517	11.5144482
step	wikitext_nll	90	15	-0.0097615220370961438	15	23.0955105	16	18.4642067	4.63130379
step	wikitext_nll	91	17	-0.96714402439094715	17	20.319355	18	19.7949696	0.524385452
step	wikitext_nll	92	641	-0.38559480029805127	641	21.8842278	1116	20.5025959	1.38163185
step	wikitext_nll	93	733	-1.9830401897677592	1216	17.6755733	211388	17.2256088	0.449964523
step	wikitext_nll	94	220	-0.061447405272890263	220	22.6019039	279	19.2566776	3.34522629
step	wikitext_nll	95	17	-0.0022522647646885932	17	22.569149	16	16.3989449	6.17020416
step	wikitext_nll	96	15	-5.0309127261768685e-05	15	23.9918633	16	13.058135	10.9337282
step	wikitext_nll	97	15	-0.032810616536219847	15	23.2214508	16	19.8097	3.41175079
step	wikitext_nll	98	19	-1.4276683452288901	18	21.7142029	19	20.9902267	0.723976135
step	wikitext_nll	99	211388	-2.6447062222867279	551	19.1133652	1116	18.8409348	0.27243042
step	wikitext_nll	100	455	-0.00093756777288747672	455	22.8194122	932	13.8929167	8.92649555
step	wikitext_nll	101	25286	-6.553216614126633	9434	18.8096924	995	18.6980972	0.111595154
step	wikitext_nll	102	264	-0.57168715582578367	264	21.4737568	279	20.8890514	0.584705353
step	wikitext_nll	103	3364	-1.655098092271821	43741	18.0789833	3364	17.8758392	0.203144073
step	wikitext_nll	104	430	-1.9593798472771224	303	21.8095245	430	20.0813942	1.72813034
step	wikitext_nll	105	328	-4.1885338567719952	264	11.975709	279	11.4602528	0.5154562
step	wikitext_nll	106	27489	-5.724855816853597	4248	9.55178642	2832	9.08280563	0.468980789
step	wikitext_nll	107	328	-0.80389952977656554	328	13.9360743	462	9.90123749	4.03483677
step	wikitext_nll	108	303	-0.1219209187260878	303	20.9502544	383	18.2781143	2.67214012
step	wikitext_nll	109	279	-0.15578733344329751	279	17.0996342	264	13.5531178	3.54651642
step	wikitext_nll	110	8961	-7.0227997616663362	12069	15.226779	4383	15.0717697	0.15500927
