
==========
== CUDA ==
==========

CUDA Version 13.0.2

Container image Copyright (c) 2016-2023, NVIDIA CORPORATION & AFFILIATES. All rights reserved.

This container image and its contents are governed by the NVIDIA Deep Learning Container License.
By pulling and using the container, you accept the terms and conditions of this license:
https://developer.nvidia.com/ngc/nvidia-deep-learning-container-license

A copy of this license is made available in this container at /NGC-DL-CONTAINER-LICENSE for your convenience.

"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","void flash_attn_ext_vec<256, 1, 1, 1, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","14","(32, 4, 1)","(1, 9, 24)","0","12.0","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","29.80"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","void flash_attn_ext_vec<256, 1, 1, 1, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","14","(32, 4, 1)","(1, 9, 24)","0","12.0","Command line profiler metrics","dram__bytes.avg","Kbyte","593.73"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","void flash_attn_ext_vec<256, 1, 1, 1, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","14","(32, 4, 1)","(1, 9, 24)","0","12.0","Command line profiler metrics","dram__bytes.max","Kbyte","595.71"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","void flash_attn_ext_vec<256, 1, 1, 1, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","14","(32, 4, 1)","(1, 9, 24)","0","12.0","Command line profiler metrics","dram__bytes.min","Kbyte","591.87"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","void flash_attn_ext_vec<256, 1, 1, 1, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","14","(32, 4, 1)","(1, 9, 24)","0","12.0","Command line profiler metrics","dram__bytes.sum","Mbyte","9.50"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","void flash_attn_ext_vec<256, 1, 1, 1, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","14","(32, 4, 1)","(1, 9, 24)","0","12.0","Command line profiler metrics","dram__bytes_op_read.avg","Kbyte","593.73"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","void flash_attn_ext_vec<256, 1, 1, 1, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","14","(32, 4, 1)","(1, 9, 24)","0","12.0","Command line profiler metrics","dram__bytes_op_read.max","Kbyte","595.71"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","void flash_attn_ext_vec<256, 1, 1, 1, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","14","(32, 4, 1)","(1, 9, 24)","0","12.0","Command line profiler metrics","dram__bytes_op_read.min","Kbyte","591.87"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","void flash_attn_ext_vec<256, 1, 1, 1, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","14","(32, 4, 1)","(1, 9, 24)","0","12.0","Command line profiler metrics","dram__bytes_op_read.sum","Mbyte","9.50"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","void flash_attn_ext_vec<256, 1, 1, 1, 0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)","1","14","(32, 4, 1)","(1, 9, 24)","0","12.0","Command line profiler metrics","dram__bytes_op_write.avg","byte","0"
