
==========
== CUDA ==
==========

CUDA Version 13.0.2

Container image Copyright (c) 2016-2023, NVIDIA CORPORATION & AFFILIATES. All rights reserved.

This container image and its contents are governed by the NVIDIA Deep Learning Container License.
By pulling and using the container, you accept the terms and conditions of this license:
https://developer.nvidia.com/ngc/nvidia-deep-learning-container-license

A copy of this license is made available in this container at /NGC-DL-CONTAINER-LICENSE for your convenience.

"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","0.35"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes.avg","Kbyte","1.63"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes.max","Kbyte","2.56"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes.min","Kbyte","1.02"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes.sum","Kbyte","26.11"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_read.avg","Kbyte","1.63"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_read.max","Kbyte","2.56"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_read.min","Kbyte","1.02"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_read.sum","Kbyte","26.11"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_write.avg","byte","0"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_write.max","byte","0"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_write.min","byte","0"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_write.sum","byte","0"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","lts__t_sector_hit_rate.max_rate","","1"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","82.18"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","lts__t_sector_hit_rate.ratio","","0.82"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","lts__t_sectors.avg","sector","105.79"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","lts__t_sectors.max","sector","274"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","lts__t_sectors.min","sector","48"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","lts__t_sectors.sum","sector","5078"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","sm__pipe_tensor_cycles_active.avg","cycle","0"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","sm__pipe_tensor_cycles_active.max","cycle","0"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","sm__pipe_tensor_cycles_active.min","cycle","0"
"0","96","qw38-llama-opt136-decode-profile","127.0.0.1","quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)","1","14","(256, 1, 1)","(20, 1, 1)","0","12.0","Command line profiler metrics","sm__pipe_tensor_cycles_active.sum","cycle","0"
